Name,Country,lat,lng,Average_Score,Num_of_Reviews,total_stay_duration,business_trips,couples_stay,pet_stay,family_with_older_stays,family_with_younger_stays,solo_stays,group_stays,resident_stays,positive_minus_negative_word_count,Complains_Breakfast,Complains_Price,Positives_Clean,Positives_Location,Avg_Stay_Duration,Businesses_100m,Businesses_1km,Businesses_5km
Best Western Plus Hotel Galles, Italy ,45.4805847,9.2117326,8.5,613,1458,0.190864600326264,0.34584013050571,0.00489396411092985,0.115823817292007,0.203915171288744,0.200652528548124,0.125611745513866,0.0293637846655791,890,0.123980424143556,0.0244698205546493,0.110929853181077,0.407830342577488,2.37846655791191,53,1300,9700
Best Western Plus Seraphine Hammersmith Hotel, United Kingdom ,51.4926269,-0.2288598,7.8,743,1286,0.172274562584118,0.477792732166891,0,0.0551816958277254,0.0915208613728129,0.253028263795424,0.115746971736205,0.73485868102288,-3800,0.160161507402423,0.0121130551816958,0.22207267833109,0.349932705248991,1.73082099596231,12,581,6400
Best Western Premier Faubourg 88, France ,48.8776756,2.3493159,8.4,179,462,0.206703910614525,0.491620111731844,0,0.0614525139664804,0.106145251396648,0.212290502793296,0.122905027932961,0.0223463687150838,1309,0.156424581005587,0.0279329608938547,0.223463687150838,0.329608938547486,2.58100558659218,36,3800,29300
Best Western Premier Hotel Couture, Netherland ,52.3511137,4.8411629,8.7,1809,4994,0.0829187396351575,0.515201768933112,0.000552791597567717,0.054726368159204,0.103372028745163,0.119955776672195,0.197346600331675,0,13005,0.087893864013267,0.0359314538419016,0.274184632393588,0.189607517965727,2.76064123825318,1,125,4200
Best Western Premier Hotel Dante, Spain ,41.3894195,2.1564886,8.4,199,604,0.105527638190955,0.422110552763819,0,0.0703517587939698,0.110552763819095,0.246231155778894,0.150753768844221,0.0351758793969849,361,0.0804020100502513,0.0201005025125628,0.221105527638191,0.291457286432161,3.03517587939698,48,3300,13900
Best Western Premier Kaiserhof Wien, Austria ,48.1975497,16.3686397,9.4,334,917,0.164670658682635,0.494011976047904,0.0029940119760479,0.062874251497006,0.140718562874251,0.173652694610778,0.125748502994012,0.0209580838323353,5097,0.0209580838323353,0.0119760479041916,0.20059880239521,0.278443113772455,2.74550898203593,52,2500,10200
Best Western Premier Kapital Op ra, France ,48.8814425,2.3235592,8.9,277,798,0.140794223826715,0.667870036101083,0,0.0108303249097473,0.0649819494584837,0.169675090252708,0.0794223826714801,0.036101083032491,2424,0.101083032490975,0.0252707581227437,0.277978339350181,0.339350180505415,2.88086642599278,26,2800,28900
Best Western Premier Le Swann, France ,48.8797331,2.3206003,8.3,91,237,0.21978021978022,0.505494505494505,0,0.032967032967033,0.0769230769230769,0.263736263736264,0.120879120879121,0.021978021978022,21,0.10989010989011,0.0549450549450549,0.263736263736264,0.340659340659341,2.6043956043956,23,2700,28500
Best Western Premier Louvre Saint Honor , France ,48.861711,2.340674,8.1,205,600,0.126829268292683,0.492682926829268,0,0.0585365853658537,0.195121951219512,0.136585365853659,0.11219512195122,0.00975609756097561,-757,0.102439024390244,0.024390243902439,0.107317073170732,0.609756097560976,2.92682926829268,77,5200,30200
Best Western Premier Marais Grands Boulevards, France ,48.8687425,2.3541761,8.3,232,631,0.146551724137931,0.607758620689655,0,0.0344827586206897,0.0301724137931034,0.228448275862069,0.0948275862068965,0.0129310344827586,-354,0.120689655172414,0.0344827586206897,0.280172413793103,0.392241379310345,2.7198275862069,36,4900,28800
Best Western Premier Op ra Faubourg Ex Hotel Jules , France ,48.8753359,2.3414617,8.1,323,910,0.191950464396285,0.455108359133127,0.00928792569659443,0.043343653250774,0.0928792569659443,0.269349845201238,0.139318885448916,0.0402476780185759,-71,0.117647058823529,0.0185758513931889,0.160990712074303,0.452012383900929,2.81733746130031,84,5200,30100
Best Western Premier Op ra Li ge, France ,48.8795947,2.3280695,8.7,129,371,0.170542635658915,0.550387596899225,0,0.0387596899224806,0.0852713178294574,0.186046511627907,0.124031007751938,0.0232558139534884,335,0.0852713178294574,0.0155038759689922,0.248062015503876,0.286821705426357,2.87596899224806,21,3400,29600
Best Western Premier Op ra Opal, France ,48.8722588,2.3257608,8.6,141,423,0.170212765957447,0.432624113475177,0,0.049645390070922,0.0921985815602837,0.304964539007092,0.113475177304965,0.0212765957446809,358,0.113475177304965,0.0283687943262411,0.177304964539007,0.50354609929078,3,86,3000,29400
Best Western Premier Trocadero La Tour, France ,48.8583127,2.2795075,8,52,136,0.269230769230769,0.346153846153846,0,0.192307692307692,0.192307692307692,0.192307692307692,0.0769230769230769,0.0576923076923077,271,0.134615384615385,0.0384615384615385,0.0576923076923077,0.461538461538462,2.61538461538462,27,937,12700
Best Western S vres Montparnasse, France ,48.843707,2.3155631,7.8,188,463,0.265957446808511,0.430851063829787,0,0.074468085106383,0.111702127659574,0.292553191489362,0.0904255319148936,0.074468085106383,-256,0.101063829787234,0.0159574468085106,0.180851063829787,0.265957446808511,2.46276595744681,10,1300,27100
Best Western Seraphine Kensington Olympia, United Kingdom ,51.4992791,-0.1973593,7.4,374,701,0.232620320855615,0.491978609625668,0,0.0106951871657754,0.0935828877005348,0.32620320855615,0.0775401069518717,0.663101604278075,-4007,0.248663101604278,0.0106951871657754,0.227272727272727,0.382352941176471,1.87433155080214,36,876,9700
Best Western The Boltons Hotel London Kensington, United Kingdom ,51.4907493,-0.1934627,7.7,549,1458,0.247723132969035,0.357012750455373,0.00182149362477231,0.0273224043715847,0.0983606557377049,0.424408014571949,0.087431693989071,0.39344262295082,-3960,0.092896174863388,0.00910746812386157,0.222222222222222,0.420765027322404,2.65573770491803,24,865,10800
Best Western Tour Eiffel Invalides, France ,48.8593152,2.3104179,7.9,74,187,0.0810810810810811,0.432432432432432,0,0.162162162162162,0.108108108108108,0.22972972972973,0.0675675675675676,0.0135135135135135,-296,0.0675675675675676,0,0.148648648648649,0.554054054054054,2.52702702702703,34,1600,25800
Bianca Maria Palace Hotel, Italy ,45.4635445,9.2068649,9,520,1214,0.151923076923077,0.486538461538462,0.00192307692307692,0.0596153846153846,0.0923076923076923,0.215384615384615,0.140384615384615,0.0230769230769231,3469,0.132692307692308,0.0288461538461538,0.298076923076923,0.294230769230769,2.33461538461538,19,1100,9900
Bilderberg Garden Hotel, Netherland ,52.3511447,4.8740764,8.1,567,1434,0.171075837742504,0.534391534391534,0.017636684303351,0.0352733686067019,0.0881834215167548,0.202821869488536,0.137566137566138,0,-3571,0.125220458553792,0.0899470899470899,0.142857142857143,0.27689594356261,2.52910052910053,2,890,9100
Bilderberg Hotel Jan Luyken, Netherland ,52.3599196,4.8810128,8.3,366,1076,0.112021857923497,0.508196721311475,0.0218579234972678,0.0300546448087432,0.092896174863388,0.226775956284153,0.139344262295082,0,639,0.144808743169399,0.0683060109289618,0.133879781420765,0.57103825136612,2.93989071038251,27,2100,9200
Blakemore Hyde Park, United Kingdom ,51.5129736,-0.1837431,8.5,2178,5320,0.149219467401286,0.511019283746556,0.000918273645546373,0.0674931129476584,0.107438016528926,0.172635445362718,0.140036730945822,0.546372819100092,-3617,0.157943067033976,0.0160697887970615,0.183195592286501,0.274104683195592,2.44260789715335,18,868,13300
Blakes Hotel, United Kingdom ,51.4892447,-0.1803196,8,76,159,0.144736842105263,0.526315789473684,0,0.0394736842105263,0.144736842105263,0.184210526315789,0.105263157894737,0.407894736842105,-787,0.0921052631578947,0.0131578947368421,0.0394736842105263,0.210526315789474,2.09210526315789,2,771,14900
Bloomsbury Palace Hotel, United Kingdom ,51.5207945,-0.1310845,6.8,1273,2546,0.329929300864101,0.230164964650432,0.00157109190887667,0.0526315789473684,0.0911233307148468,0.539670070699136,0.0840534171249018,0.645718774548311,-18530,0.200314218381775,0.00785545954438335,0.16967792615868,0.446190102120974,2,33,5100,20700
BoB Hotel by Elegancia, France ,48.8335233,2.3191194,9,49,139,0.142857142857143,0.530612244897959,0,0,0.0612244897959184,0.306122448979592,0.102040816326531,0.0816326530612245,527,0.142857142857143,0.0204081632653061,0.285714285714286,0.224489795918367,2.83673469387755,28,1400,27900
Boscolo Milano Autograph Collection, Italy ,45.46676,9.194293,7.9,195,484,0.194871794871795,0.476923076923077,0.00512820512820513,0.0615384615384615,0.138461538461538,0.164102564102564,0.158974358974359,0.0256410256410256,-2427,0.107692307692308,0.0564102564102564,0.0564102564102564,0.533333333333333,2.48205128205128,19,1700,10800
Boundary Rooms Suites, United Kingdom ,51.5244224,-0.0764614,8.4,12,23,0.25,0.416666666666667,0,0,0,0.416666666666667,0.166666666666667,0.583333333333333,121,0,0,0,0.25,1.91666666666667,43,2200,13100
Boutique H tel Konfidentiel, France ,48.8612535,2.3426256,8.9,19,41,0.210526315789474,0.473684210526316,0,0.105263157894737,0.157894736842105,0.210526315789474,0.0526315789473684,0,0,0.105263157894737,0.0526315789473684,0,0.526315789473684,2.15789473684211,247,5300,30100
Boutique Hotel Notting Hill, Netherland ,52.3583821,4.8988777,8.4,657,1545,0.117199391171994,0.56468797564688,0,0.0410958904109589,0.0593607305936073,0.150684931506849,0.179604261796043,0,-658,0.120243531202435,0.0395738203957382,0.161339421613394,0.30441400304414,2.35159817351598,27,2500,9500
Boutiquehotel Das Tyrol, Austria ,48.2008957,16.3592496,9.4,139,400,0.0575539568345324,0.546762589928058,0,0.0647482014388489,0.0935251798561151,0.201438848920863,0.0935251798561151,0.00719424460431655,2364,0.079136690647482,0.0431654676258993,0.100719424460432,0.431654676258993,2.87769784172662,133,2400,10300
Bradford Elys es Astotel, France ,48.8729676,2.3081178,9.1,82,248,0.0975609756097561,0.475609756097561,0,0.109756097560976,0.170731707317073,0.121951219512195,0.121951219512195,0,1308,0.0975609756097561,0.024390243902439,0.195121951219512,0.414634146341463,3.02439024390244,34,2100,24900
Britannia International Hotel Canary Wharf, United Kingdom ,51.5019097,-0.0232208,7.1,4789,7869,0.300897891000209,0.45374817289622,0.00334098976821883,0.0187930674462309,0.0584673209438296,0.364376696596367,0.100856128628106,0.800375861348925,-68507,0.116517018166632,0.0286072248903738,0.102735435372729,0.281896011693464,1.64314053038213,7,447,4700
Brunelleschi Hotel, Italy ,45.461177,9.191047,8.3,544,1234,0.224264705882353,0.419117647058824,0.00367647058823529,0.0606617647058824,0.134191176470588,0.255514705882353,0.130514705882353,0.0349264705882353,-302,0.0661764705882353,0.0220588235294118,0.115808823529412,0.566176470588235,2.26838235294118,22,1900,10800
Buddha Bar Hotel Paris, France ,48.8694695,2.3208564,8.8,117,299,0.153846153846154,0.564102564102564,0.00854700854700855,0.0341880341880342,0.0598290598290598,0.264957264957265,0.0683760683760684,0.0170940170940171,-434,0.102564102564103,0.0598290598290598,0,0.341880341880342,2.55555555555556,29,2300,28700
Bulgari Hotel London, United Kingdom ,51.5015721,-0.1628511,9.3,37,131,0.108108108108108,0.540540540540541,0,0.0810810810810811,0.135135135135135,0.189189189189189,0.0540540540540541,0.297297297297297,358,0.027027027027027,0,0.0540540540540541,0.243243243243243,3.54054054054054,24,948,19100
Bulgari Hotel Milano, Italy ,45.4701334,9.1897405,9.2,17,31,0,0.588235294117647,0,0.0588235294117647,0.176470588235294,0.117647058823529,0.0588235294117647,0,59,0.176470588235294,0.0588235294117647,0.0588235294117647,0.411764705882353,1.82352941176471,14,2200,10900
Ca Bianca Hotel Corte Del Naviglio, Italy ,45.443502,9.1377081,7.7,81,149,0.308641975308642,0.345679012345679,0.0123456790123457,0.0987654320987654,0.172839506172839,0.197530864197531,0.185185185185185,0.0740740740740741,17,0.0617283950617284,0,0.123456790123457,0.135802469135802,1.83950617283951,2,171,5000
Caesar Hotel, United Kingdom ,51.5134603,-0.1833081,8.2,317,677,0.195583596214511,0.403785488958991,0,0.0220820189274448,0.0630914826498423,0.397476340694006,0.110410094637224,0.470031545741325,170,0.0883280757097792,0.0410094637223975,0.217665615141956,0.38801261829653,2.13564668769716,12,873,13500
Camperio House Suites Apartments, Italy ,45.466598,9.183064,8.9,151,387,0.158940397350993,0.503311258278146,0.0264900662251656,0.105960264900662,0.112582781456954,0.165562913907285,0.0993377483443709,0.0198675496688742,1146,0.119205298013245,0.0132450331125828,0.185430463576159,0.536423841059603,2.56291390728477,48,1900,10700
Canal House, Netherland ,52.3763099,4.8862701,9.3,184,437,0.0869565217391304,0.766304347826087,0,0.0271739130434783,0.0271739130434783,0.0923913043478261,0.0869565217391304,0,1767,0.0923913043478261,0.016304347826087,0.0380434782608696,0.407608695652174,2.375,19,3000,9400
Canary Riverside Plaza Hotel, United Kingdom ,51.5066991,-0.0280208,8.9,138,219,0.115942028985507,0.58695652173913,0.0289855072463768,0.0217391304347826,0.173913043478261,0.130434782608696,0.0869565217391304,0.797101449275362,759,0.0942028985507246,0.0579710144927536,0.0652173913043478,0.246376811594203,1.58695652173913,10,295,5300
Capri by Fraser Barcelona, Spain ,41.3976233,2.188975,8.8,518,1771,0.0675675675675676,0.227799227799228,0,0.106177606177606,0.434362934362934,0.0791505791505791,0.144787644787645,0.0154440154440154,4021,0.0945945945945946,0.028957528957529,0.328185328185328,0.243243243243243,3.41891891891892,5,791,12700
Carlyle Brera Hotel, Italy ,45.4769923,9.1844899,8.2,233,529,0.270386266094421,0.343347639484979,0.00429184549356223,0.0815450643776824,0.103004291845494,0.343347639484979,0.128755364806867,0.0858369098712446,641,0.0729613733905579,0.0214592274678112,0.120171673819742,0.506437768240343,2.27038626609442,26,1700,10800
Castille Paris Starhotels Collezione, France ,48.8682978,2.3268027,8.7,163,478,0.147239263803681,0.447852760736196,0.00613496932515337,0.0552147239263804,0.147239263803681,0.202453987730061,0.147239263803681,0.0122699386503067,-218,0.0552147239263804,0.0429447852760736,0.0736196319018405,0.54601226993865,2.93251533742331,29,2900,29500
Catalonia Atenas, Spain ,41.4110056,2.1866009,7.9,1061,3460,0.0801131008482564,0.397737983034873,0.00471253534401508,0.0744580584354383,0.185673892554194,0.134778510838831,0.198868991517436,0.0282752120640905,-259,0.0688030160226202,0.0301602262016965,0.177191328934967,0.238454288407163,3.26107445805844,6,625,12900
Catalonia Barcelona 505, Spain ,41.4034965,2.1370426,8.2,130,397,0.192307692307692,0.315384615384615,0,0.0538461538461538,0.223076923076923,0.269230769230769,0.138461538461538,0.0384615384615385,44,0.0846153846153846,0.0307692307692308,0.169230769230769,0.123076923076923,3.05384615384615,10,574,12300
Catalonia Barcelona Plaza, Spain ,41.3750293,2.1491172,8.4,932,2738,0.143776824034335,0.386266094420601,0.00214592274678112,0.0879828326180258,0.145922746781116,0.189914163090129,0.183476394849785,0.0278969957081545,-3616,0.0729613733905579,0.0321888412017167,0.100858369098712,0.456008583690987,2.93776824034335,35,1100,13400
Catalonia Born, Spain ,41.3896916,2.1798661,8.8,439,1409,0.0979498861047836,0.530751708428246,0,0.020501138952164,0.0979498861047836,0.17995444191344,0.168564920273349,0.0250569476082005,3055,0.0637813211845103,0.0136674259681093,0.175398633257403,0.501138952164009,3.20956719817768,43,3100,13500
Catalonia Catedral, Spain ,41.3846637,2.1740902,9.2,488,1590,0.0840163934426229,0.524590163934426,0.00409836065573771,0.0655737704918033,0.141393442622951,0.127049180327869,0.135245901639344,0.00819672131147541,3975,0.0983606557377049,0.0389344262295082,0.213114754098361,0.60655737704918,3.25819672131148,130,4100,13800
Catalonia Diagonal Centro, Spain ,41.3938632,2.1568039,8.1,246,746,0.109756097560976,0.280487804878049,0,0.0975609756097561,0.280487804878049,0.203252032520325,0.134146341463415,0.0691056910569106,-530,0.0813008130081301,0.032520325203252,0.17479674796748,0.430894308943089,3.03252032520325,41,3600,13900
Catalonia Eixample 1864, Spain ,41.393599,2.1684151,8.3,428,1374,0.107476635514019,0.441588785046729,0.0116822429906542,0.0747663551401869,0.0747663551401869,0.228971962616822,0.170560747663551,0.0233644859813084,-1849,0.0841121495327103,0.0397196261682243,0.133177570093458,0.462616822429907,3.21028037383178,32,3700,14000
Catalonia La Pedrera, Spain ,41.3986093,2.1625037,8.4,155,526,0.135483870967742,0.341935483870968,0.0258064516129032,0.0580645161290323,0.109677419354839,0.341935483870968,0.141935483870968,0.0516129032258065,381,0.161290322580645,0.0709677419354839,0.238709677419355,0.387096774193548,3.39354838709677,21,3200,14100
Catalonia Magdalenes, Spain ,41.3861283,2.1745291,9.4,311,1068,0.0643086816720257,0.562700964630225,0.00643086816720257,0.0546623794212219,0.102893890675241,0.118971061093248,0.154340836012862,0.0160771704180064,5622,0.0643086816720257,0.0418006430868167,0.228295819935691,0.514469453376206,3.43408360128617,83,4100,13800
Catalonia Park Putxet, Spain ,41.4072812,2.1443116,7.4,442,1585,0.0927601809954751,0.461538461538462,0.00226244343891403,0.0407239819004525,0.138009049773756,0.183257918552036,0.176470588235294,0.0384615384615385,-3346,0.0542986425339367,0.0384615384615385,0.208144796380091,0.133484162895928,3.58597285067873,5,749,13200
Catalonia Passeig de Gr cia 4 Sup, Spain ,41.3901396,2.1696699,9.2,500,1588,0.062,0.552,0.004,0.088,0.112,0.118,0.126,0.014,5199,0.076,0.042,0.136,0.562,3.176,27,4200,13900
Catalonia Plaza Catalunya, Spain ,41.3865289,2.1682919,8.6,964,2999,0.0767634854771784,0.470954356846473,0.00103734439834025,0.0684647302904564,0.148340248962656,0.156639004149378,0.149377593360996,0.0238589211618257,2544,0.100622406639004,0.0477178423236514,0.135892116182573,0.58195020746888,3.11099585062241,60,4300,14000
Catalonia Port, Spain ,41.378751,2.17873,8.8,178,552,0.123595505617978,0.48314606741573,0.0168539325842697,0.0730337078651685,0.0898876404494382,0.185393258426966,0.157303370786517,0.00561797752808989,2013,0.0674157303370786,0.0280898876404494,0.157303370786517,0.528089887640449,3.10112359550562,38,2900,13500
Catalonia Ramblas 4 Sup, Spain ,41.3856387,2.1668274,8.6,890,2760,0.049438202247191,0.308988764044944,0.00112359550561798,0.142696629213483,0.253932584269663,0.106741573033708,0.182022471910112,0.0168539325842697,-1992,0.0741573033707865,0.048314606741573,0.119101123595506,0.51685393258427,3.10112359550562,75,4300,14000
Catalonia Rigoletto, Spain ,41.385817,2.1256789,8.6,277,787,0.223826714801444,0.324909747292419,0.0072202166064982,0.0902527075812274,0.166064981949458,0.328519855595668,0.075812274368231,0.0685920577617329,732,0.108303249097473,0.0541516245487365,0.194945848375451,0.245487364620939,2.84115523465704,5,472,9000
Catalonia Square 4 Sup, Spain ,41.3885658,2.1712991,9.4,437,1469,0.0869565217391304,0.544622425629291,0.0022883295194508,0.0663615560640732,0.130434782608696,0.160183066361556,0.0961098398169336,0.0091533180778032,7261,0.0480549199084668,0.022883295194508,0.208237986270023,0.549199084668192,3.36155606407323,41,4200,13800
Ch teau Monfort Relais Ch teaux, Italy ,45.4682358,9.2073799,9,227,555,0.149779735682819,0.555066079295154,0.00440528634361234,0.0616740088105727,0.118942731277533,0.140969162995595,0.123348017621145,0.0220264317180617,860,0.0616740088105727,0.039647577092511,0.110132158590308,0.20704845814978,2.44493392070485,13,1300,10000
Chambiges Elys es, France ,48.8668048,2.3039465,8.9,193,514,0.150259067357513,0.471502590673575,0,0.0829015544041451,0.150259067357513,0.186528497409326,0.0984455958549223,0.0103626943005181,1538,0.16580310880829,0.00518134715025907,0.124352331606218,0.476683937823834,2.66321243523316,36,2000,23000
Charlotte Street Hotel, United Kingdom ,51.5184158,-0.1348509,9.5,141,260,0.0851063829787234,0.617021276595745,0,0.0780141843971631,0.0921985815602837,0.163120567375887,0.049645390070922,0.631205673758865,1454,0.0354609929078014,0.0212765957446809,0.0709219858156028,0.226950354609929,1.84397163120567,101,4800,20500
Chasse Hotel, Netherland ,52.3696719,4.8614475,8.9,139,376,0.079136690647482,0.661870503597122,0,0,0.0575539568345324,0.129496402877698,0.143884892086331,0,1036,0.151079136690647,0.0143884892086331,0.179856115107914,0.165467625899281,2.70503597122302,1,663,8700
Chateau Frontenac, France ,48.8689468,2.3026559,8.5,188,588,0.154255319148936,0.340425531914894,0,0.0904255319148936,0.218085106382979,0.202127659574468,0.148936170212766,0.00531914893617021,317,0.0478723404255319,0,0.132978723404255,0.569148936170213,3.12765957446809,40,2100,22300
Chiswick Rooms, United Kingdom ,51.4937409,-0.244896,7.8,342,715,0.315789473684211,0.388888888888889,0,0.0116959064327485,0.0380116959064327,0.467836257309941,0.087719298245614,0.646198830409357,-1054,0.0409356725146199,0.0146198830409357,0.406432748538012,0.301169590643275,2.0906432748538,17,242,4700
citizenM Amsterdam, Netherland ,52.3419432,4.8759604,8.6,1178,2876,0.269100169779287,0.509337860780985,0,0.0178268251273345,0.032258064516129,0.325127334465195,0.112054329371817,0,6812,0.065365025466893,0.0297113752122241,0.116298811544992,0.145161290322581,2.44142614601019,5,472,9100
citizenM London Bankside, United Kingdom ,51.5051507,-0.1004724,9.1,1517,2827,0.222808174027686,0.575477916941332,0.000659195781147001,0.034278180619644,0.043506921555702,0.273566249176005,0.0718523401450231,0.61766644693474,10435,0.0487804878048781,0.017139090309822,0.0903098220171391,0.227422544495715,1.86354647330257,16,1300,20500
citizenM London Shoreditch, United Kingdom ,51.5241373,-0.0786983,9.1,838,1538,0.286396181384248,0.498806682577566,0.00119331742243437,0,0.0489260143198091,0.348448687350835,0.100238663484487,0.563245823389022,6018,0.0525059665871122,0.0238663484486874,0.0823389021479714,0.231503579952267,1.83532219570406,17,2400,13700
citizenM Tower of London, United Kingdom ,51.510237,-0.0764428,9.1,1683,3510,0.282234105763518,0.511586452762923,0.0005941770647653,0.005941770647653,0.0576351752822341,0.339869281045752,0.0808080808080808,0.501485442661913,14823,0.0659536541889483,0.0261437908496732,0.0956625074272133,0.332144979203803,2.0855614973262,21,2000,13000
City Rooms, Austria ,48.2133296,16.3471399,7.9,44,124,0.204545454545455,0.386363636363636,0,0,0.0681818181818182,0.340909090909091,0.159090909090909,0.0227272727272727,-284,0.0681818181818182,0,0.409090909090909,0.409090909090909,2.81818181818182,11,1500,10000
Claridge s, United Kingdom ,51.5125035,-0.1477438,9.3,157,293,0.0955414012738854,0.745222929936306,0,0.0382165605095541,0.0764331210191083,0.089171974522293,0.0509554140127389,0.700636942675159,581,0.0828025477707006,0.0318471337579618,0.0382165605095541,0.101910828025478,1.86624203821656,53,2500,19900
Claris Hotel Spa GL, Spain ,41.3944848,2.1651078,8.6,228,677,0.105263157894737,0.539473684210526,0.0131578947368421,0.0964912280701754,0.0833333333333333,0.12280701754386,0.157894736842105,0.0307017543859649,-14,0.0394736842105263,0.0219298245614035,0.087719298245614,0.504385964912281,2.96929824561404,51,3900,14100
Clayton Crown Hotel London, United Kingdom ,51.5561548,-0.2141824,8,1079,2212,0.122335495829472,0.409638554216867,0.00185356811862836,0.0815569972196478,0.185356811862836,0.149212233549583,0.172381835032437,0.705282669138091,-6471,0.127896200185357,0.0278035217794254,0.190917516218721,0.137164040778499,2.05004633920297,22,138,6800
Clayton Hotel Chiswick, United Kingdom ,51.4924184,-0.2784701,8.5,922,1678,0.183297180043384,0.541214750542299,0.00108459869848156,0.0303687635574837,0.10412147505423,0.211496746203905,0.107375271149675,0.744034707158351,-3021,0.116052060737527,0.0238611713665944,0.188720173535792,0.165943600867679,1.81995661605206,3,121,3100
Club Hotel Cortina, Austria ,48.1877942,16.2727214,8.2,64,219,0.171875,0.5625,0,0.03125,0.015625,0.296875,0.09375,0.046875,336,0.140625,0.03125,0.21875,0.109375,3.421875,2,62,1100
Club Quarters Hotel Gracechurch, United Kingdom ,51.5127964,-0.0847973,8.2,1103,1815,0.152311876699909,0.516772438803264,0.00181323662737987,0.0507706255666364,0.0942883046237534,0.219401631912965,0.116047144152312,0.656391659111514,1484,0.0734360834088849,0.0217588395285585,0.13689936536718,0.445149592021759,1.64551223934723,41,2500,15600
Club Quarters Hotel Lincoln s Inn Fields, United Kingdom ,51.5160988,-0.1181749,8.9,1139,2031,0.187006145741879,0.491659350307287,0.000877963125548727,0.0684811237928007,0.114135206321335,0.216856892010536,0.107989464442493,0.71729587357331,8879,0.0640913081650571,0.019315188762072,0.170324846356453,0.543459174714662,1.78314310798946,21,2800,21900
Club Quarters Hotel St Paul s, United Kingdom ,51.5139298,-0.101126,8.4,1606,2857,0.155666251556663,0.464508094645081,0.00062266500622665,0.0728518057285181,0.125155666251557,0.207970112079701,0.12453300124533,0.669987546699875,2746,0.0485678704856787,0.0193026151930262,0.136363636363636,0.551681195516812,1.77895392278954,47,1700,20700
Club Quarters Hotel Trafalgar Square, United Kingdom ,51.506935,-0.126012,8.5,945,1868,0.13015873015873,0.484656084656085,0,0.0994708994708995,0.146031746031746,0.172486772486772,0.0973544973544974,0.625396825396825,1470,0.0878306878306878,0.053968253968254,0.118518518518519,0.623280423280423,1.97671957671958,40,4100,20900
Col n Hotel Barcelona, Spain ,41.3849613,2.1756666,8.9,396,1196,0.0606060606060606,0.487373737373737,0,0.0858585858585859,0.0934343434343434,0.146464646464646,0.184343434343434,0.0227272727272727,1449,0.103535353535354,0.053030303030303,0.113636363636364,0.659090909090909,3.02020202020202,44,3900,13700
Colombia, Italy ,45.4829817,9.2041911,8.3,150,256,0.306666666666667,0.24,0,0.0133333333333333,0.04,0.586666666666667,0.12,0.0466666666666667,942,0.0733333333333333,0.0133333333333333,0.213333333333333,0.38,1.70666666666667,26,1200,10400
Comfort Inn Suites Kings Cross St Pancras, United Kingdom ,51.5289499,-0.1232979,8.1,442,725,0.210407239819005,0.309954751131222,0,0.149321266968326,0.210407239819005,0.205882352941176,0.124434389140271,0.53393665158371,-371,0.208144796380091,0.0158371040723982,0.257918552036199,0.429864253393665,1.64027149321267,28,1800,21200
Commodore Hotel, United Kingdom ,51.5124496,-0.1795215,6.7,953,2143,0.237145855194124,0.38405036726128,0.00104931794333683,0.0545645330535152,0.110178384050367,0.283315844700944,0.159496327387198,0.577124868835257,-18865,0.0734522560335782,0.0230849947534103,0.0944386149003148,0.442812172088143,2.24868835257083,28,842,14900
COMO Metropolitan London, United Kingdom ,51.5050355,-0.1500864,9,143,435,0.174825174825175,0.426573426573427,0,0.020979020979021,0.230769230769231,0.244755244755245,0.0769230769230769,0.27972027972028,64,0.118881118881119,0.048951048951049,0.160839160839161,0.41958041958042,3.04195804195804,23,2200,19800
COMO The Halkin, United Kingdom ,51.4988977,-0.1562015,9.3,29,70,0.241379310344828,0.482758620689655,0,0,0.0344827586206897,0.379310344827586,0.103448275862069,0.482758620689655,350,0.103448275862069,0,0.0689655172413793,0.241379310344828,2.41379310344828,14,847,19600
Condes de Barcelona, Spain ,41.3935497,2.1627098,8.7,263,696,0.091254752851711,0.490494296577947,0,0.0456273764258555,0.140684410646388,0.125475285171103,0.193916349809886,0.0190114068441065,-372,0.0760456273764259,0.0380228136882129,0.0988593155893536,0.631178707224335,2.64638783269962,41,4000,14100
Conrad London St James, United Kingdom ,51.4993927,-0.1329128,9.1,358,862,0.134078212290503,0.544692737430168,0,0.0502793296089385,0.128491620111732,0.170391061452514,0.106145251396648,0.474860335195531,710,0.0949720670391061,0.0363128491620112,0.128491620111732,0.335195530726257,2.40782122905028,33,3700,20600
Conservatorium Hotel, Netherland ,52.358631,4.8786236,9.2,138,382,0.101449275362319,0.550724637681159,0,0.0652173913043478,0.13768115942029,0.144927536231884,0.101449275362319,0,150,0.108695652173913,0.0434782608695652,0.0289855072463768,0.268115942028986,2.76811594202899,51,1800,9100
Copthorne Tara Hotel London Kensington, United Kingdom ,51.499046,-0.1917073,8.1,3578,7484,0.145891559530464,0.523476802683063,0.00111794298490777,0.048630519843488,0.0860816098378983,0.183342649524874,0.157070989379542,0.698993851313583,-17185,0.1078814980436,0.0287870318613751,0.101732811626607,0.365008384572387,2.09167132476244,4,1100,10900
COQ Hotel Paris, France ,48.8328764,2.3572531,9,258,671,0.263565891472868,0.488372093023256,0.00387596899224806,0.0348837209302326,0.0542635658914729,0.329457364341085,0.0891472868217054,0.0930232558139535,3190,0.124031007751938,0.0271317829457364,0.162790697674419,0.209302325581395,2.60077519379845,13,1400,28400
